PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
145599,3,"White, Harold",male,40.0,0,0,445136,10.64,,S,0
145601,3,"Thompson, Joseph",male,24.0,0,0,,10.6,,Q,0
145602,2,"Parada, Eric",male,34.0,0,0,451141,13.18,,S,0
145603,2,"Gonzalez, Frederick",male,42.0,0,0,44611,7.36,,S,0
145605,1,"Hodges, Tosha",female,22.0,0,0,412797,184.41,C12596,S,1
145606,3,"Evans, John",male,0.25,1,2,A/5. 446255,13.41,,S,0
145608,2,"Robinson, Robert",male,22.0,0,0,43176,6.01,,S,0
145609,3,"Nguyen, Christopher",male,26.0,1,0,47076,22.21,,S,0
145610,3,"Mcgowin, Richard",male,20.0,1,0,A. 3951670,8.88,,S,0
145613,3,"Carney, Douglass",male,41.0,1,0,303457,65.4,,S,0
145615,3,"Moore, Dennis",male,22.0,0,0,452536,8.89,,S,0
145617,3,"Towner, Victor",male,32.0,1,2,415362,215.54,,S,0
145619,1,"Ware, David",male,32.0,0,0,PC 24546,161.08,A14482,S,0
145620,3,"Henderson, Homer",male,20.0,0,0,C 36230,7.97,,S,0
145621,3,"Haberer, Harold",male,28.0,0,0,345492,9.62,,S,0
145623,3,"Everett, James",male,48.0,0,0,432840,27.94,,S,0
145624,3,"Moss, Benjamin",male,29.0,0,0,24993,10.58,,S,0
145627,3,"Jaime, Mark",male,25.0,1,2,290891,8.18,,S,0
145629,3,"Rivas, Yesenia",female,23.0,0,0,PC 26917,226.47,E14084,C,1
145630,3,"Chung, Benjamin",male,28.0,0,0,382427,12.15,,S,0
145631,3,"Frank, Jewell",male,40.0,1,0,36019,12.62,,S,0
145635,3,"Molleur, Eric",male,22.0,0,0,F.C.C. 4227511,7.01,,S,0
145638,3,"Byrd, Edwin",male,16.0,0,0,13726,16.17,,S,0
145642,3,"Black, Danny",male,21.0,0,0,401471,8.03,,S,0
145643,3,"Davis, James",male,38.0,0,0,,7.09,,S,0
145644,3,"Cokley, James",male,46.0,0,0,12716,10.87,,S,0
145645,3,"Gilliland, Michael",male,21.0,0,0,24799,12.29,,S,0
145646,3,"Blaney, John",male,29.0,0,0,519549,11.45,,S,0
145649,3,"Mason, Joe",male,42.0,4,2,A. 4167947,7.8,,S,0
145651,3,"Poling, Scot",male,25.0,0,0,430048,8.57,,S,0
145653,1,"Kruse, Bonnie",female,23.0,1,1,25396,173.73,B11900,C,1
145654,1,"Rykert, Roy",male,38.0,1,2,9078,73.72,G18854,S,0
145655,3,"Anderson, William",male,25.0,0,0,206057,27.44,,S,0
145656,3,"Arthur, Samuel",male,21.0,0,1,45247,7.88,,S,0
145658,3,"Blubaugh, Ralph",male,24.0,1,0,,15.35,,C,0
145659,3,"Thompson, Ronnie",male,24.0,1,0,C.A. 410888,9.34,,S,0
145660,3,"Cowett, Sean",male,50.0,0,0,461459,10.9,,S,0
145661,1,"Stiver, Ronald",male,27.0,0,0,PC 28390,24.61,A12267,S,0
145663,3,"Mccoy, Ivan",male,20.0,0,0,A. 11823,7.31,,S,0
145665,3,"Gismondi, Terry",male,44.0,0,0,25824,12.12,,S,0
145666,3,"Rodriquez, Mitchell",male,21.0,0,0,13266,9.1,,S,0
145667,3,"Reuter, Alan",male,23.0,2,0,195526,12.45,,S,0
145669,3,"Larez, Eugene",male,20.0,0,0,A. 35261,6.65,,S,0
145670,1,"Ramirez, Ethel",female,26.0,0,0,PC 43306,63.88,E13665,S,1
145672,3,"Heim, Floyd",male,21.0,0,0,A. 41837,12.24,,S,0
145674,3,"Brezenski, Cheryl",female,40.0,0,2,27807,68.35,E16385,C,1
145675,3,"Hinson, John",male,23.0,0,0,19659,8.5,,S,0
145676,2,"Beverly, Donald",male,,0,0,184328,12.38,,S,0
145677,3,"Allen, Jason",male,21.0,0,0,10902,29.81,D12343,S,0
145678,3,"Mankin, Gregory",male,26.0,1,0,4242417,11.7,,S,0
145679,3,"Brown, Ricardo",male,19.0,1,0,A/5 492621,12.42,,S,0
145680,1,"Hernandez, Art",male,43.0,0,0,13222,18.87,A19940,S,0
145682,3,"Belmont, Stanley",male,20.0,0,0,184375,10.62,,Q,0
145684,3,"Tibbles, Jeffrey",male,24.0,0,0,10556,16.78,,S,0
145685,3,"Dillon, Erik",male,23.0,4,1,A. 39298,4.28,,S,0
145688,3,"Pollard, Larry",male,15.0,0,0,19533,12.2,,S,0
145691,3,"Litchford, Jason",male,31.0,0,0,201715,87.86,,S,0
145692,3,"Mcelvaine, Lawrence",male,24.0,0,0,4265530,10.6,,S,0
145697,3,"Aranda, Frank",male,48.0,0,0,172173,13.67,,S,0
145698,3,"Donati, Lawrence",male,20.0,0,0,9266,13.48,,Q,0
145699,3,"Heath, Bryan",male,19.0,0,0,307928,18.34,,S,0
145700,3,"Fruits, Al",male,20.0,0,0,432707,13.63,,S,0
145701,3,"Gallego, Billy",male,17.0,0,0,7420,12.11,,S,0
145703,1,"Mcgregor, Nadine",female,35.0,1,2,PC 13145,233.49,C4343,C,1
145704,3,"Smith, Robert",male,39.0,0,0,9461,11.61,,S,0
145708,3,"Parker, Claude",male,17.0,0,0,4066216,6.23,,S,0
145709,3,"Hinderman, James",male,53.0,0,0,41164,8.57,,S,0
145710,3,"Jones, Andrew",male,47.0,0,0,24485,11.35,,S,0
145711,3,"Yates, Thomas",male,18.0,1,2,197285,8.38,,C,0
145717,3,"Grim, Jeremiah",male,40.0,0,0,SC/PARIS 28821,23.86,A18019,S,0
145719,3,"Raiola, Robert",male,38.0,0,0,366344,12.54,,S,0
145721,2,"Hensley, Mary",female,25.0,0,0,423872,11.45,F9842,S,1
145722,3,"Roberts, Rex",male,22.0,0,0,488643,5.73,,S,0
145726,3,"Cobb, Robert",male,27.0,1,0,,10.32,,Q,0
145727,3,"Lum, William",male,54.0,0,0,,12.65,,S,0
145728,3,"Labounty, Adrian",male,29.0,0,0,SC/PARIS 9821,7.89,,Q,0
145730,1,"Hatcher, Eugenie",female,36.0,1,2,PC 178960,221.13,C10589,C,1
145736,1,"Moyer, James",male,30.0,0,0,10525,78.3,,S,0
145738,3,"Mcmullen, Charles",male,42.0,0,0,,5.81,,S,0
145742,3,"Audia, Roberto",male,17.0,0,2,A. 447247,8.54,,S,0
145744,3,"Horn, David",male,30.0,0,0,180119,9.79,,S,0
145745,3,"Goodenow, Anthony",male,36.0,1,2,4136515,24.44,,C,0
145749,3,"Seals, Tony",male,26.0,4,0,A. 12147,5.73,,S,0
145750,3,"Haralson, John",male,19.0,1,0,A. 16527,7.4,,S,0
145753,3,"Brown, Bret",male,38.0,1,0,335492,25.6,A10461,S,0
145754,3,"Martins, Leonard",male,49.0,0,0,18668,10.01,,S,0
145756,3,"Thompson, Jeremy",male,21.0,0,1,A. 31616,12.01,,S,0
145757,3,"Hall, Bruce",male,,0,0,427321,16.54,,Q,0
145758,3,"Goetz, Michael",male,22.0,0,0,466245,5.54,,S,0
145762,3,"Holt, Eddie",male,15.0,0,0,9117,13.88,,S,0
145764,1,"Parkison, Reynaldo",male,23.0,1,2,26097,33.08,,S,0
145767,2,"Ferris, Jeffrey",male,23.0,2,0,S.O.C. 27853,11.67,,S,0
145769,3,"Sullivan, John",male,45.0,1,0,11335,33.17,,S,0
145770,3,"Wells, William",male,66.0,0,0,,6.57,,S,0
145771,3,"Jandreau, Lynn",female,2.0,0,1,23236,26.42,,C,1
145773,3,"Stone, John",male,27.0,1,0,SC/PARIS ,11.22,,S,0
145774,3,"Barton, Murray",male,22.0,0,0,28811,10.71,,S,0
145775,3,"Taylor, Thomas",male,23.0,0,0,8210,17.24,,S,0
145780,3,"Jackson, John",male,1.0,1,2,PP 34852,65.81,,S,0
145781,3,"Hartman, Craig",male,50.0,0,0,10293,32.46,,S,0
145785,3,"Earp, Wayne",male,51.0,0,0,314740,8.96,,S,0
145786,1,"Franco, Michael",male,42.0,0,0,20813,88.05,,S,0
145787,3,"Maobi, David",male,29.0,0,0,9068,8.18,,S,0
145788,3,"Waller, John",male,25.0,1,2,11234,28.94,,S,0
145795,3,"Lininger, Jon",male,31.0,0,0,10519,10.59,,S,0
145797,3,"Voigt, Thurman",male,29.0,0,0,10038,12.15,,S,0
145798,3,"Magner, Elliot",male,41.0,0,0,40144,8.03,,S,0
145799,3,"Donaldson, Kieth",male,22.0,0,0,508082,12.01,,Q,0
145800,1,"Oddi, Phyllis",female,,2,0,S.O./P.P. 8904,186.09,B10243,C,1
145802,3,"Kim, Philip",male,23.0,0,0,38072,8.89,,S,0
145803,2,"Goodwin, Frank",male,34.0,0,0,20215,11.03,,S,0
145804,3,"Powell, Ramon",male,21.0,0,0,10799,15.08,,S,0
145805,1,"Robbins, Bradley",male,59.0,1,0,13197,13.33,,S,0
145806,3,"Shasteen, Jack",male,21.0,1,0,AQ/3. 278232,10.9,,S,0
145808,3,"Farley, Ronald",male,33.0,0,0,26124,6.65,,S,0
145809,3,"Horton, Mark",male,30.0,0,0,337581,77.46,,S,0
145810,3,"Duong, Roy",male,24.0,1,0,,7.67,,S,0
145811,1,"Cowan, Timothy",male,34.0,0,5,460260,25.68,A4777,S,0
145812,3,"Ormiston, Perry",male,68.5,4,0,194144,11.83,,S,0
145813,3,"Shellenbarger, James",male,20.0,1,0,A. 439734,7.41,,C,0
145814,3,"Hillman, Kathleen",female,19.0,0,0,466815,10.65,F20722,C,1
145815,1,"Harman, Herbert",male,63.0,0,0,370080,54.41,A10903,S,0
145816,1,"Hill, Lawrence",male,,0,0,320078,57.01,A18779,S,0
145817,3,"Collins, John",male,33.0,1,0,13668,28.72,A19072,S,0
145819,3,"Brown, Peter",male,57.0,0,0,314821,5.85,,S,0
145820,1,"Currie, Matthew",male,64.0,0,0,29716,29.61,,S,0
145821,3,"Melo, Dominick",male,26.0,0,0,447646,44.83,A4668,S,0
145822,3,"Rogers, Scott",male,17.0,0,0,SC/A.3 465119,8.16,,Q,0
145827,3,"Wilbanks, Travis",male,26.0,0,0,11544,14.71,,Q,0
145828,3,"Mcconnell, Michael",male,23.0,1,1,413936,10.79,,S,0
145829,3,"Jackson, Thomas",male,30.0,1,0,,6.59,,S,0
145830,3,"Washington, Donald",male,22.0,0,0,473984,11.2,,S,0
145832,3,"Keith, Jeremiah",male,27.0,0,0,C.A. 430339,11.85,,S,0
145833,3,"Truax, Clayton",male,36.0,0,0,436728,14.32,,S,0
145836,1,"Gracia, Lawrence",male,61.0,0,0,406464,7.57,A18622,S,0
145837,1,"Bushaw, Robert",male,28.0,1,0,29275,6.41,A16265,S,0
145838,3,"Davis, Ryan",male,20.0,1,2,10486,32.19,,,0
145839,3,"Steen, Mark",male,54.0,0,0,9174,8.5,,Q,0
145841,2,"Cochran, Alfred",male,42.0,0,0,191295,9.98,,S,0
145842,3,"Zeigler, Andrew",male,40.0,1,0,9646,10.87,,C,0
145843,1,"Floyd, Christina",female,21.0,0,2,PC 207874,159.11,B22294,C,1
145847,3,"Stokes, Louis",male,17.0,0,0,7666,9.93,,S,0
145849,2,"Taul, Michael",male,35.0,1,0,S.O.C. 466285,11.94,,S,0
145850,3,"Estrada, David",male,26.0,0,0,9195,11.52,,Q,0
145851,1,"Floyd, Marcus",male,45.0,0,0,4109544,22.54,A19298,S,0
145853,3,"Hawkins, Jordan",male,23.0,1,1,A. 274440,8.37,,S,0
145854,3,"Blair, Thomas",male,27.0,1,0,8256,13.0,,C,0
145855,3,"Oquinn, James",male,18.0,1,0,,13.17,,S,0
145858,2,"Johnson, Bob",male,32.0,0,0,17865,10.63,,S,0
145861,1,"Jackson, John",male,27.0,1,0,212125,71.79,,S,0
145863,3,"Sawyer, Gavin",male,29.0,0,0,336452,9.53,,S,0
145867,3,"Wilbur, Murray",male,24.0,0,0,24141,10.67,,S,0
145868,3,"Gordon, Matthew",male,25.0,0,0,S.C./PARIS 450504,12.05,,S,0
145869,3,"Williams, John",male,55.0,0,0,,11.71,,S,0
145870,2,"Hoffman, Joan",female,,1,0,378773,36.48,D12363,C,1
145871,3,"Powell, Jose",male,28.0,0,0,24182,9.65,,S,0
145872,3,"Maha, Nicholas",male,19.0,0,0,27158,11.99,,S,0
145875,2,"Belle, Hugo",male,26.0,0,0,332155,12.83,,S,0
145878,3,"Howard, Karl",male,22.0,0,0,A/5 324575,12.8,,S,0
145879,3,"Goss, Donald",male,23.0,0,0,394099,8.11,,S,0
145883,3,"Hurdle, Todd",male,26.0,0,0,3925952,12.14,,S,0
145884,3,"Clemons, Walter",male,14.0,0,0,480675,8.86,,S,0
145886,3,"Tell, Francisco",male,19.0,4,2,A. 453442,20.6,,S,0
145891,1,"Alguire, Janet",female,43.0,0,0,PC 435356,194.95,B6718,C,1
145896,2,"Johnson, Joe",male,,0,0,417405,15.24,,S,0
145897,3,"Bryant, Jose",male,24.0,0,0,PP 4219009,8.27,,S,0
145900,3,"Pamintuan, Donald",male,20.0,0,0,12765,12.81,,Q,0
145901,3,"Hunt, Thad",male,26.0,0,0,3824919,11.85,,S,0
145902,3,"Walker, Kevin",male,24.0,0,0,24763,9.52,,S,0
145906,3,"Martinez, Franklin",male,30.0,0,0,22986,13.57,,S,0
145909,3,"Sansone, Louis",male,20.0,0,0,30465,10.15,,S,0
145911,3,"Rivard, Michael",male,13.0,0,0,C.A. 324404,12.54,,S,0
145912,2,"Ware, Marcelino",male,22.0,0,0,S.O.C. 28320,9.7,,S,0
145916,3,"Taylor, Daniel",male,15.0,0,2,A. 19336,10.76,,S,0
145917,3,"Spell, Amanda",female,10.0,0,1,423875,33.46,,C,1
145921,3,"Griffin, William",male,52.0,0,0,51232,10.43,,S,0
145922,3,"Maes, Arthur",male,52.0,4,0,A. 3925161,9.56,,S,0
145924,3,"Attridge, Alan",male,,1,0,399017,10.05,,S,0
145927,3,"Hammock, Dustin",male,33.0,0,0,216810,11.3,,S,0
145930,3,"Oney, Michael",male,20.0,0,0,C.A. 455127,10.0,,Q,0
145931,3,"Riley, Richard",male,,0,0,502409,8.32,,S,0
145932,3,"Briscoe, Kyle",male,21.0,0,0,15269,12.91,,S,0
145933,1,"Karaffa, Pauline",female,59.0,1,0,PC 12110,127.61,D21660,C,1
145939,1,"Brandt, Jerry",male,55.0,0,0,PC 32125,27.27,A6367,S,0
145943,3,"Clinch, George",male,35.0,0,0,,9.28,,S,0
145945,1,"Tolin, Richard",male,57.0,0,0,SC/AH 354043,26.94,A21303,S,0
145946,3,"Davy, Jason",male,22.0,0,0,F.C.C. ,9.63,,S,0
145947,3,"Honeycutt, Thomas",male,42.0,0,0,9654,6.51,,S,0
145948,3,"Higgins, Anthony",male,23.0,0,0,A/4. 47300,9.34,A8745,S,0
145949,3,"Zanes, Kevin",male,21.0,0,0,,7.4,,S,0
145950,3,"Giddins, Arthur",male,23.0,0,0,30298,11.68,,S,0
145957,3,"Valentine, Arthur",male,43.0,0,0,194919,11.39,,S,0
145958,3,"Gonzales, Billy",male,19.0,0,0,4232399,10.49,,S,0
145959,1,"Riehl, Christy",female,22.0,0,2,PC 46353,159.7,D11666,S,1
145961,3,"Walker, Alexis",male,18.0,0,0,482817,16.36,,Q,0
145963,3,"Martin, Mark",male,35.0,0,0,10515,10.98,,S,0
145965,2,"Wilkerson, Alan",male,24.0,0,0,10751,11.39,,S,0
145967,3,"Craft, Elliott",male,38.0,1,2,44220,67.58,,S,0
145968,2,"Olsen, Renee",female,24.0,0,0,192105,8.85,F21411,S,1
145972,3,"Gregory, Gerald",male,26.0,1,0,48166,7.1,,S,0
145973,3,"Koopmans, Steven",male,23.0,0,0,45978,11.4,,S,0
145975,3,"Hurtado, Edward",male,27.0,0,0,,30.11,,S,0
145976,3,"Lentini, Mikel",male,34.0,0,0,455695,9.15,,S,0
145977,3,"Lanier, Ramon",male,29.0,0,0,400877,8.51,,S,0
145978,1,"Elsberry, Gordon",male,37.0,0,0,SC/PARIS 446192,9.81,A15213,S,0
145979,3,"Allen, William",male,24.0,1,0,C.A. 443998,14.61,,C,0
145981,3,"Frink, Elmer",male,19.0,1,0,3889563,33.72,,S,0
145983,3,"Cooper, James",male,39.0,0,0,10148,11.33,,S,0
145984,2,"Blackwell, Aaron",male,34.0,1,0,A/5 392919,9.06,,S,0
145985,3,"Cross, Bradly",male,37.0,0,0,17377,11.82,,Q,0
145987,3,"Phillips, Tory",male,28.0,0,0,13455,6.51,F7358,S,0
145988,3,"Stewart, Larry",male,30.0,0,0,,13.56,,S,0
145989,3,"George, Jeffrey",male,17.0,0,0,9376,12.62,,S,0
145992,1,"Rebuldela, Lauren",female,32.0,2,1,29658,269.0,B21895,C,1
145993,3,"Lynch, Ali",male,21.0,0,0,3936206,6.94,,S,0
145994,3,"Hollenbach, Terry",male,29.0,0,0,11164,7.92,,S,0
145995,3,"Edgehill, Richard",male,24.0,0,0,C.A. 39423,14.06,,S,0
145996,3,"Beasley, Steven",male,47.0,0,0,20329,10.98,,S,0
145997,3,"Hewson, Scott",male,21.0,0,0,201528,11.33,,Q,0
145999,3,"Woods, James",male,53.0,0,0,449649,9.21,,S,0
146000,3,"Dawson, Dustin",male,54.0,1,2,11188,12.23,,S,0
146001,3,"Cook, Abby",female,49.0,0,0,SC 3938781,30.82,,C,1
146002,3,"Cron, Steven",male,3.0,1,2,SC/Paris 468203,13.93,,S,0
146003,3,"Slaton, Jose",male,24.0,1,5,14160,33.75,,C,0
146004,3,"Gonzalez, Bradley",male,43.0,0,0,9282,15.93,,S,0
146005,3,"Alexander, Bradley",male,22.0,0,0,S.O./P.P. ,12.97,,S,0
146009,3,"Espinoza, Stanley",male,33.0,0,0,452924,8.02,,S,0
146010,3,"Bruner, Samuel",male,42.0,1,0,11719,8.44,,S,0
146012,3,"Alvarez, Tommy",male,,0,0,A. 383138,7.38,,S,0
146013,3,"Bunn, Mathew",male,49.0,0,0,A. 407582,3.42,,S,0
146014,3,"Hall, Parker",male,47.0,0,0,4104,16.39,,Q,0
146016,3,"Cary, Kevin",male,27.0,0,0,9552,7.54,,S,0
146017,3,"Riggs, Calvin",male,24.0,1,1,450198,8.16,,S,0
146022,3,"Hahn, Richard",male,57.0,0,0,14491,10.09,,S,0
146024,1,"Vaughn, Latisha",female,24.0,0,2,C.A. 441440,232.82,C11518,S,1
146027,3,"Mccall, Wayne",male,23.0,0,0,,14.29,,S,0
146030,3,"Brown, Katharyn",female,21.0,0,0,PC 504522,10.96,E14389,C,1
146031,3,"Frederick, Gary",male,57.0,1,0,,14.06,,S,0
146032,3,"Vanderford, Richard",male,20.0,0,2,A. 3573772,7.01,,S,0
146034,3,"Gore, Douglas",male,53.0,0,0,355471,69.01,,S,0
146040,3,"Meade, Doug",male,26.0,1,0,A. 451748,6.51,,S,0
146042,3,"Garza, Kurt",male,,1,2,454736,11.62,,C,0
146045,1,"Morrow, Juan",male,55.0,1,0,288161,70.96,,S,0
146046,3,"Bennett, Stephen",male,30.0,1,0,337591,9.42,A3274,S,0
146049,3,"Reid, Don",male,25.0,1,1,446512,13.25,,S,0
146051,3,"Crosby, Ben",male,21.0,0,0,A. 12575,11.56,,S,0
146052,3,"Yu, Robert",male,16.0,0,0,11831,8.83,,S,0
146053,1,"Thomas, Douglas",male,19.0,0,1,24513,215.21,C4413,C,1
146055,1,"Campbell, Bradley",male,29.0,0,0,29374,36.87,,S,0
146056,3,"Seidell, Ryan",male,17.0,0,0,A. 453967,5.42,,S,0
146057,3,"Dedrick, Jaime",male,47.0,0,0,39080,10.34,,S,0
146059,1,"Keltner, Leslie",male,62.0,1,0,27973,129.03,,S,0
146061,3,"Rodriguez, Anthony",male,47.0,0,0,457420,8.21,A15433,S,0
146062,3,"Burch, Travis",male,32.0,1,0,414338,8.57,,S,0
146064,3,"Garcia, Rey",male,38.0,0,0,335646,27.86,,S,0
146065,1,"Cockerill, Young",female,26.0,0,2,204910,188.66,B13708,C,1
146068,3,"Guerra, Robert",male,51.0,0,0,422167,9.47,,S,0
146069,3,"Mckeown, Winston",male,38.0,0,0,459233,7.59,A16255,S,0
146070,2,"Cushing, William",male,23.0,0,0,14552,12.34,,S,0
146072,3,"Hoskins, Charles",male,25.0,0,0,410149,10.34,,S,0
146074,3,"Shawl, Joseph",male,30.0,1,0,,30.01,,S,0
146075,3,"Oquendo, Edwin",male,20.0,0,0,SOTON/O.Q. 175431,10.46,,S,0
146076,1,"Walsh, Lillian",female,20.0,1,0,207214,11.17,B13894,C,1
146080,3,"Barnes, Ronald",male,29.0,0,0,22675,9.12,,S,0
146081,3,"Farkas, Timothy",male,22.0,0,0,432002,10.87,,S,0
146084,3,"Gomez, Merrill",male,31.0,0,0,42680,11.45,,S,0
146086,3,"Thomas, Leo",male,55.0,1,0,13094,9.51,,S,0
146088,3,"Cucuzza, Danny",male,49.0,2,0,336769,31.0,,S,0
146090,3,"Stansberry, Fred",male,26.0,1,0,22747,11.01,,S,0
146094,1,"Addington, Kevin",male,39.0,0,0,15514,65.72,A7938,S,0
146095,1,"Hart, Robert",male,49.0,1,0,37296,28.67,,S,0
146099,3,"Boschert, Jeffrey",male,31.0,0,0,4280,14.48,,S,0
146101,1,"Scott, Jason",male,31.0,0,0,C.A. 25313,10.35,A22424,S,0
146102,3,"Walters, James",male,15.0,0,0,26771,10.97,,S,0
146107,3,"Rosenbloom, Rolando",male,24.0,0,0,20427,10.18,F19166,S,0
146110,3,"Cosenza, Albert",male,54.0,0,0,9437,8.85,,S,0
146112,3,"Maas, Marcus",male,37.0,0,0,435254,12.47,,S,0
146115,3,"Ferguson, Kenneth",male,0.5,1,2,4041415,69.27,,S,0
146116,1,"Gallagher, Thomas",male,38.0,1,0,PC 38684,54.8,,S,0
146117,3,"Miller, Roger",male,38.0,0,0,25879,10.74,,S,0
146124,3,"Ohler, Steven",male,,1,2,28228,31.25,,S,0
146126,3,"Branch, Randolph",male,64.0,0,0,11190,12.93,,S,0
146128,3,"Merrill, James",male,23.0,0,0,407099,10.43,,S,0
146129,3,"Brown, Matthew",male,19.0,0,0,467474,11.28,,S,0
146130,3,"Hernandez, Meredith",female,36.0,0,0,305993,28.47,,C,1
146131,3,"Miller, Osvaldo",male,21.0,1,0,477450,21.73,,C,0
146132,3,"Huey, Howard",male,21.0,0,0,10318,10.25,,S,0
146134,3,"Fagan, Ernesto",male,25.0,0,0,A/5. 13114,10.09,,S,0
146135,3,"Sorenson, Gregory",male,3.0,1,2,13194,26.81,,S,0
146136,3,"Clark, Wesley",male,20.0,0,0,4199172,8.83,,S,0
146137,3,"Mendoza, Chris",male,22.0,0,0,354226,19.5,,S,0
146138,1,"Norris, Josephine",female,58.0,0,1,PC 193529,183.14,C6610,S,1
146139,3,"Gasiewski, Peter",male,30.0,0,0,323566,73.73,,S,0
146140,3,"Perry, Joshua",male,49.0,0,0,215522,9.24,,S,0
146141,3,"Mcguigan, Andrew",male,22.0,1,0,23833,8.56,,S,0
146142,2,"Patterson, Earl",male,22.0,1,0,218045,9.56,,S,0
146143,3,"Grimes, Nelson",male,20.0,0,0,4055274,11.26,,S,0
146144,3,"Watkins, Wayne",male,25.0,0,0,442030,58.68,,S,0
146145,1,"Everett, Kathy",female,56.0,1,0,4213186,72.43,C10408,C,1
146149,3,"Perry, Michael",male,26.0,0,0,20339,9.02,,S,0
146153,3,"Ooten, Harold",male,31.0,0,0,24805,10.13,,S,0
146154,3,"Hamilton, Paul",male,38.0,0,0,189551,11.12,,S,0
146155,3,"Quiros, Mira",female,45.0,0,0,13938,33.73,,C,1
146156,3,"Shevlin, Albert",male,17.0,1,0,213755,5.72,,Q,0
146157,3,"Samuel, Craig",male,25.0,0,0,445376,6.29,,S,0
146159,1,"Ross, Julia",female,35.0,0,2,PC 343544,241.33,B16654,C,1
146160,1,"Cook, Mary",female,22.0,0,0,W./C. 25531,229.75,F10295,C,1
146161,3,"Piche, Norman",male,5.0,1,2,406077,14.45,,S,0
146162,3,"Nickels, Mark",male,19.0,0,0,10256,10.97,,S,0
146163,3,"Pruiett, Harold",male,56.0,0,0,200522,9.64,,S,0
146164,3,"Teston, David",male,48.0,0,0,438140,8.07,,S,0
146165,3,"Espitia, Martin",male,26.0,0,0,452876,15.78,,S,0
146166,3,"Doran, Francisco",male,26.0,0,0,22032,19.48,A12741,S,0
146167,3,"Velasquez, Wesley",male,53.0,0,0,35107,9.27,,S,0
146168,3,"Williams, Victor",male,30.0,1,0,8433,16.44,,S,0
146169,1,"Moehrle, Martha",female,26.0,0,0,25199,66.15,E21112,C,1
146171,3,"Dodson, Ronald",male,20.0,0,0,450610,14.71,,S,0
146172,3,"Wiater, Sammy",male,26.0,0,0,10929,12.59,,S,0
146174,3,"Rodgers, Edwin",male,24.0,1,0,461245,9.92,,S,0
146175,3,"Cazares, Stephen",male,18.0,1,2,19314,13.78,,S,0
146176,1,"Haldeman, Cynthia",female,25.0,0,0,PC 30164,164.88,B19013,C,1
146177,3,"Murphy, David",male,58.0,0,0,SOTON/O.Q. 9102,14.17,,S,0
146178,1,"Richard, Kathryn",female,33.0,0,0,203017,248.97,E16528,C,1
146179,2,"Garrett, Charles",male,31.0,0,0,SC/PARIS 468014,10.55,,S,0
146181,1,"Brown, Graciela",female,,0,2,11217,207.67,B6210,C,1
146182,3,"Bowden, Dennis",male,25.0,1,0,,27.68,,S,0
146184,3,"Guzman, Kevin",male,64.0,0,0,27055,10.51,,S,0
146186,3,"Carr, Bruce",male,25.0,0,0,,10.97,,S,0
146188,3,"Wright, Jerome",male,24.0,1,0,29974,7.89,,S,0
146193,3,"Swamp, Paul",male,23.0,1,0,40120,5.27,,S,0
146194,3,"Cano, Ricardo",male,27.0,0,0,11279,9.3,F20271,S,0
146195,1,"Hallam, Ronald",male,40.0,0,0,26572,28.97,A21925,S,0
146197,3,"Fannin, Jimmy",male,,0,0,3814469,10.29,,S,0
146198,3,"Morter, George",male,38.0,0,0,33118,210.75,,S,0
146199,3,"Law, Jesus",male,36.0,0,0,17889,11.08,,S,0
146200,2,"Masson, Debra",female,28.0,1,0,448267,74.02,C20056,C,1
146203,1,"Todd, Patrick",male,50.0,0,0,443024,12.52,,S,0
146205,3,"Ashurst, Gregory",male,,0,0,,15.15,,S,0
146206,2,"Bolanos, Blanche",female,36.0,0,0,17706,11.84,F10419,C,1
146207,3,"Stohr, Ryan",male,32.0,0,0,4147902,6.55,A1495,S,0
146210,3,"Jensen, Robert",male,14.0,0,0,SOTON/O.Q. 10583,11.81,,S,0
146211,3,"Daniels, Nathan",male,26.0,2,0,197754,12.29,,S,0
146214,1,"Bitting, Jesus",male,55.0,0,0,SC/PARIS 13431,64.37,A10241,S,0
146217,3,"Hyppolite, Junior",male,18.0,1,0,A/5 15435,12.4,,S,0
146218,1,"Walton, Richard",male,51.0,0,0,435547,29.72,A7621,S,0
146219,3,"Pena, Justin",male,19.0,1,2,8741,65.81,,C,0
146220,3,"Aldrete, Troy",male,31.0,0,0,9427,9.76,,S,0
146221,1,"Hutchins, Samuel",male,38.0,0,0,26132,7.29,,S,0
146222,3,"Mutchler, Jason",male,31.0,0,0,16732,11.74,,S,0
146225,3,"Wait, Harry",male,44.0,0,0,14703,11.83,,S,0
146226,3,"Williams, Craig",male,20.0,0,0,352382,11.12,,S,0
146227,3,"Breece, Randall",male,25.0,1,1,A. 482033,8.07,,S,0
146231,2,"Kenney, Barry",male,51.0,0,0,S.O.C. 311857,9.99,,S,0
146232,3,"Dinkins, Michael",male,13.0,0,0,STON/O 341519,8.18,,S,0
146233,3,"Greene, Oscar",male,54.0,1,0,14730,9.78,,S,0
146234,3,"Morris, Robert",male,22.0,0,0,12674,16.36,,S,0
146237,3,"Sailors, Michael",male,33.0,1,0,44693,13.3,,S,0
146238,3,"Smith, Dean",male,35.0,0,0,303649,14.78,,S,0
146239,3,"Karnes, Ulysses",male,17.0,0,0,C.A. 7329,16.8,,S,0
